id;idUniv;status;universitas;berdiri;noSK;tanggalSK;alamat;kotakab;kodePos;telepon;fax;email;website;oldAddr;oldLat;oldLong;Addr;Lat;Long
822;1023;Aktif;Universitas Muhammadiyah Sukabumi;13 Juni 2003 ;81D02003;13 Juni 2003 ;Jalan R Syamsudin SH No 54 ;Kota Sukabumi - Prop. Jawa Barat - Indonesia;43113;0266-218345;0266-218342;info@ummi.ac.id;www.ummi.ac.id;Jalan R Syamsudin SH No 54  Kota Sukabumi - Prop. Jawa Barat - Indonesia 43113 ;-6.9154859;106.9349119;Universitas Muhammadiyah Sukabumi Kota Sukabumi - Prop. Jawa Barat - Indonesia 43113;-6.9188879;106.9342255
823;1025;Aktif;Universitas Subang;26 Agustus 1982 ;NO.95;20 Mei 1980 ;Jalan RA Kartini KM 3 Subang;Kab. Subang - Prop. Jawa Barat - Indonesia;41285;0260-411-415;0260 415-677;info@unsub.ac.id;www.unsub.ac.id;Jalan RA Kartini KM 3 Subang Kab. Subang - Prop. Jawa Barat - Indonesia 41285 ;-6.5768498;107.7834081;Universitas Subang Kab. Subang - Prop. Jawa Barat - Indonesia 41285;-6.5768498;107.7834081
824;1026;Aktif;Universitas Majalengka;4/18/2006;60DO2006;4/18/2006;Jalan KH Abdul Halim No 103 ;Kab. Majalengka - Prop. Jawa Barat - Indonesia;45418;0233-281496;0233-281496;universitas.majalengka@gmail.com;http:unma.ac.id;Jalan KH Abdul Halim No 103  Kab. Majalengka - Prop. Jawa Barat - Indonesia 45418 ;-6.8314045;108.2074865;Universitas Majalengka Kab. Majalengka - Prop. Jawa Barat - Indonesia 45418;-6.8327871;108.214925
825;1027;Aktif;Universitas Sangga Buana;22 Februari 1970 ;HJ.IMAS T. SUDRAJAT NO.3;1 Mei 2001 ;Jalan PHH Mustopa No 68 ;Kota Bandung - Prop. Jawa Barat - Indonesia;40124;022-7275489;022-7201756;admin@usbypkp.ac.id;www.usbypkp.ac.id;Jalan PHH Mustopa No 68  Kota Bandung - Prop. Jawa Barat - Indonesia 40124 ;-6.8994972;107.640335;Universitas Sangga Buana Kota Bandung - Prop. Jawa Barat - Indonesia 40124;-6.899529;107.640267
826;1028;Aktif;Universitas Informatika Dan Bisnis Indonesia;24 Mei 2007 ;MENDIKNAS RI NO. 70D02007;24 Mei 2007 ;Jalan Purnawarman No 34-36B ;Kota Bandung - Prop. Jawa Barat - Indonesia;40117;022-4265399;022-4209308;e_unibi@unibi.ac.id;www.unibi.ac.id;Jalan Purnawarman No 34-36B  Kota Bandung - Prop. Jawa Barat - Indonesia 40117 ;-6.9067852;107.6093417;Universitas Informatika Dan Bisnis Indonesia Kota Bandung - Prop. Jawa Barat - Indonesia 40117;-6.942226;107.650772
827;1029;Aktif;Universitas Wanita Internasional;13 Februari 2008 ;26DO2008;13 Februari 2008 ;JL. AHMAD YANI NO. 18-20 BANDUNG ;Kota Bandung - Prop. Jawa Barat - Indonesia;40112;022 - 7307707;022 - 7307807;rektorat.iwu@gmail.com;www.iwu.ac.id;JL. AHMAD YANI NO. 18-20 BANDUNG  Kota Bandung - Prop. Jawa Barat - Indonesia 40112 ;-6.9220177;107.6183854;Universitas Wanita Internasional Kota Bandung - Prop. Jawa Barat - Indonesia 40112;-6.9219391;107.6186452
828;1030;Aktif;Universitas Bale Bandung;22 Mei 2008 ;80DO2008;22 Mei 2008 ;Jl Raa Wiranatakusumah Baleendah;Kab. Bandung - Prop. Jawa Barat - Indonesia;40258;022 5940443;022 5949221;rektorat@unibba.ac.id;unibba.ac.id;Jl Raa Wiranatakusumah Baleendah Kab. Bandung - Prop. Jawa Barat - Indonesia 40258 ;-7.001153;107.622993;Universitas Bale Bandung Kab. Bandung - Prop. Jawa Barat - Indonesia 40258;-7.0019935;107.6216457
829;1031;Aktif;Universitas Serang Raya;23 Desember 2008 ;262DO2008;23 Desember 2008 ;Jl. KH. Amin Jasuta No. 15 C Kaloran Brimob Serang ;Kec. Serang - Kab. Serang - Prop. Banten;42111;0254 8235007;0254 8235008;info@unsera.ac.id;unsera.ac.id;Jl. KH. Amin Jasuta No. 15 C Kaloran Brimob Serang  Kec. Serang - Kab. Serang - Prop. Banten 42111 ;-6.1001377;106.1639749;Universitas Serang Raya Kec. Serang - Kab. Serang - Prop. Banten 42111;-6.0881171;106.132527
830;1032;Aktif;Universitas Teknologi Nusantara Cilegon;9/21/2007;182DO2007;9/21/2007;Cilegon ;Kota Serang - Prop. Banten - Indonesia;12345;(0254) - 7910272; (0254) - 7910272; utn.kampus@gmail.com; www.utn.ac.id;Cilegon  Kota Serang - Prop. Banten - Indonesia 12345 ;-6.013012;106.03963;Universitas Teknologi Nusantara Cilegon Kota Serang - Prop. Banten - Indonesia 12345;-6.1250743;106.1678152
831;1033;Aktif;Universitas Muhammadiyah Tangerang;9/3/2009;109DO2009;9/3/2009;JL. Perintis Kemerdekaan, No. I  33, Cikokol, Tangerang;Kota Tangerang - Prop. Banten - Indonesia;15118;021-5537198;021-5537198;umt_indonesia@yahoo.com;umt.ac.id;JL. Perintis Kemerdekaan, No. I  33, Cikokol, Tangerang Kota Tangerang - Prop. Banten - Indonesia 15118 ;-6.1924045;106.6311095;Universitas Muhammadiyah Tangerang Kota Tangerang - Prop. Banten - Indonesia 15118;-6.1924045;106.6311095
832;1034;Aktif;Universitas BSI;19 Januari 2010 ;185EO2014;17 Juni 2014 ; Jl Sekolah Internasional No. 1 - 6 Antapani;Kota Bandung - Prop. Jawa Barat - Indonesia;40282;022-7100124;022-7100220;ubsi@bsi.ac.id;universitas.bsi.ac.id; Jl Sekolah Internasional No. 1 - 6 Antapani Kota Bandung - Prop. Jawa Barat - Indonesia 40282 ;-6.9106533;107.6498192;Universitas BSI Kota Bandung - Prop. Jawa Barat - Indonesia 40282;-6.9096974;107.6498527
833;1035;Aktif;Universitas Pembangunan Jaya Tangerang;25 Februari 2011 ;38DO2011;25 Februari 2011 ;"Jl. Boulevard Bintaro Jaya Sektor 7
Bintaro Jaya ";Kota tangerang Selatan - Prop. Banten - Indonesia;15224;021 - 7455555;021 - 69861545;info@upj.ac.id;www.upj.ac.id;"Jl. Boulevard Bintaro Jaya Sektor 7
Bintaro Jaya  Kota tangerang Selatan - Prop. Banten - Indonesia 15224 ";-6.2770758;106.7210621;Universitas Pembangunan Jaya Tangerang Kota tangerang Selatan - Prop. Banten - Indonesia 15224;-6.2913049;106.7255527
834;1036;Aktif;Universitas Nahdlatul Ulama Cirebon;9/16/2011;200EO2011;9/16/2011; Jalan Sisingamangaraja nomor 33 - Cirebon;Kab. Cirebon - Prop. Jawa Barat - Indonesia;45111; 0231-235900;  0231-235900; bauk.unucrb@gmail.com; www.unucirebon.ac.id; Jalan Sisingamangaraja nomor 33 - Cirebon Kab. Cirebon - Prop. Jawa Barat - Indonesia 45111 ;-6.7152284;108.5682002;Universitas Nahdlatul Ulama Cirebon Kab. Cirebon - Prop. Jawa Barat - Indonesia 45111;-6.7139819;108.5674984
835;1037;Aktif;Universitas Banten Jaya;2 Agustus 2011 ;158EO2011;2 Agustus 2011 ; Jl. Ciwaru II No. 73 Kota Serang-Banten;Kota Serang - Prop. Banten - Indonesia;0;0254-209583;0254-217066;unbaja@ymail.com;unbaja.ac.id; Jl. Ciwaru II No. 73 Kota Serang-Banten Kota Serang - Prop. Banten - Indonesia 0 ;-6.12786;106.163858;Universitas Banten Jaya Kota Serang - Prop. Banten - Indonesia 0;-6.12786;106.163858
836;1038;Aktif;Universitas Surya Bogor;10 Januari 2013 ;07EO2013;10 Januari 2013 ;Scientia Buss Park jl Boulevard Gading Serpong Blok O1 gedung I Tangerang;Kota Tangerang - Prop. Banten - Indonesia;15810;215464196;215464196;hrd@surya.ac.id;www.surya.ac.id;Scientia Buss Park jl Boulevard Gading Serpong Blok O1 gedung I Tangerang Kota Tangerang - Prop. Banten - Indonesia 15810 ;-6.2349693;106.5937658;Universitas Surya Bogor Kota Tangerang - Prop. Banten - Indonesia 15810;-6.248333;106.626269
837;1040;Aktif;Universitas Lintas Internasional Indonesia;2 Oktober 2014 ;425EO2014;2 Oktober 2014 ;Jl. Masjid No. 75, Ciater, Serpong;Kec. Serpong - Kota tangerang Selatan - Prop. Banten;15317;+622129580288;---;info@iuli.ac.id;www.iuli.ac.id;Jl. Masjid No. 75, Ciater, Serpong Kec. Serpong - Kota tangerang Selatan - Prop. Banten 15317 ;-6.6465951;106.3773926;Universitas Lintas Internasional Indonesia Kec. Serpong - Kota tangerang Selatan - Prop. Banten 15317;-6.2517222;106.6503875
838;1041;Aktif;Universitas Islam Al-Ihya Kuningan;16 Mei 2014 ;95EO2014;16 Mei 2014 ;Jl. Mayasih No. 11 Kel. Cigugur Kuningan;Kab. Kuningan - Prop. Jawa Barat - Indonesia;45552;(0232) 873186;---;unisa.kuningan11@gmail.com;unisa.ac.id;Jl. Mayasih No. 11 Kel. Cigugur Kuningan Kab. Kuningan - Prop. Jawa Barat - Indonesia 45552 ;-6.952134;108.4454089;Universitas Islam Al-Ihya Kuningan Kab. Kuningan - Prop. Jawa Barat - Indonesia 45552;-6.9685082;108.4535169
839;1042;Aktif;Universitas Buddhi Dharma;1 Juni 1995 ;604EO2014;17 Oktober 2014 ;Jalan Imam Bonjol No 41 Karawaci Tangerang;Kec. Tangerang - Kota Tangerang - Prop. Banten;15115;021-5517853;021-5586820;rektorat@buddhidharma.ac.id ;budddhidharma.ac.id ;Jalan Imam Bonjol No 41 Karawaci Tangerang Kec. Tangerang - Kota Tangerang - Prop. Banten 15115 ;-6.1856978;106.6277929;Universitas Buddhi Dharma Kec. Tangerang - Kota Tangerang - Prop. Banten 15115;-6.1856978;106.6277929
840;1045;Aktif;Universitas Perjuangan Tasikmalaya;17 Oktober 2014 ;603EO2014;17 Oktober 2014 ; ;Kota Tasikmalaya - Prop. Jawa Barat - Indonesia; ;(0265) 326058;(0265) 7296955;mailto;www.unper.ac.id;  Kota Tasikmalaya - Prop. Jawa Barat - Indonesia   ;-7.3505808;108.2171633;Universitas Perjuangan Tasikmalaya Kota Tasikmalaya - Prop. Jawa Barat - Indonesia  ;-7.3522253;108.2231588
841;1047;Aktif;Institut Manajemen Koperasi Indonesia;5 Juli 1982 ;2569DT2001;2 Agustus 2001 ;Kawasan Pendidikan Tinggi Jatinangor;Kec. Jatinangor - Kab. Sumedang - Prop. Jawa Barat;40600;022 7796033, 7798179;022 7796033;sekrek.ikopin@gmail.com;www.ikopin.ac.id;Kawasan Pendidikan Tinggi Jatinangor Kec. Jatinangor - Kab. Sumedang - Prop. Jawa Barat 40600 ;-6.9342302;107.7668426;Institut Manajemen Koperasi Indonesia Kec. Jatinangor - Kab. Sumedang - Prop. Jawa Barat 40600;-6.9342302;107.7668426
842;1048;Aktif;Institut Teknologi Nasional Bandung;3 Januari 1984 ;18001985;4/20/1985;Jalan PHH Mustapha No 23 ;Kota Bandung - Prop. Jawa Barat - Indonesia;40124;022-7272215;022-7202892;humas@itenas.ac.id;www.itenas.ac.id;Jalan PHH Mustapha No 23  Kota Bandung - Prop. Jawa Barat - Indonesia 40124 ;-6.8977062;107.6357498;Institut Teknologi Nasional Bandung Kota Bandung - Prop. Jawa Barat - Indonesia 40124;-6.897719;107.635737
843;1050;Aktif;Institut Teknologi Harapan Bangsa;17 Mei 2002 ;98DO2002;17 Mei 2002 ;Jalan Dipatiukur No 80-84;Kota Bandung - Prop. Jawa Barat - Indonesia;40132;2506636, 2506604;2507901;akademik@ithb.ac.id;www.ithb.ac.id;Jalan Dipatiukur No 80-84 Kota Bandung - Prop. Jawa Barat - Indonesia 40132 ;-6.889369;107.616116;Institut Teknologi Harapan Bangsa Kota Bandung - Prop. Jawa Barat - Indonesia 40132;-6.8887413;107.6159456
844;1053;Aktif;Sekolah Tinggi Hukum Bandung;4 Juni 1958 ;10;4 Juni 1958 ;Jalan Cihampelas No 8 ;Kota Bandung - Prop. Jawa Barat - Indonesia;40116;022-4203236;022-4203236;sthb@bdg.centrin.net.id;www.sthb.ac.id;Jalan Cihampelas No 8  Kota Bandung - Prop. Jawa Barat - Indonesia 40116 ;-6.9064821;107.6044435;Sekolah Tinggi Hukum Bandung Kota Bandung - Prop. Jawa Barat - Indonesia 40116;-6.9065186;107.6047688
845;1054;Aktif;Sekolah Tinggi Hukum Galunggung;10 Desember 1973 ;3550DT2005;14 Oktober 2005 ;Jalan KH Lukmanul Hakim No 17 ;Kec. Cihideung - Kota Tasikmalaya - Prop. Jawa Barat;46112;0265 330092;265330092;sth_galunggung@yahoo.co.id; sthg.ac.id;Jalan KH Lukmanul Hakim No 17  Kec. Cihideung - Kota Tasikmalaya - Prop. Jawa Barat 46112 ;-7.3476169;108.209884;Sekolah Tinggi Hukum Galunggung Kec. Cihideung - Kota Tasikmalaya - Prop. Jawa Barat 46112;-7.3436031;108.2122827
846;1055;Aktif;Sekolah Tinggi Hukum Pasundan;14 Januari 1964 ;943SKYPTPI1991;22 Januari 1991 ;Jalan Pasundan No 117 ;Kota Sukabumi - Prop. Jawa Barat - Indonesia;43131;0266-222097;0266-222097;info@sth-pasundan.ac.id;www.sth-pasundan.ac.id;Jalan Pasundan No 117  Kota Sukabumi - Prop. Jawa Barat - Indonesia 43131 ;-6.9237223;106.9236378;Sekolah Tinggi Hukum Pasundan Kota Sukabumi - Prop. Jawa Barat - Indonesia 43131;-6.923956;106.92377
847;1056;Aktif;Sekolah Tinggi Ilmu Administrasi Maulana Yusuf;9/22/1966;158B-SWTP66;9/22/1966;Jl Trip K Jamaksari No 44 Cinanggung;Kota Serang - Prop. Banten - Indonesia;42118;0254-200476;0254-200476;stia_myb@yahoo.co.id;-;Jl Trip K Jamaksari No 44 Cinanggung Kota Serang - Prop. Banten - Indonesia 42118 ;-6.1278174;106.1786787;Sekolah Tinggi Ilmu Administrasi Maulana Yusuf Kota Serang - Prop. Banten - Indonesia 42118;-6.1145806;106.172691
848;1057;Aktif;Sekolah Tinggi Ilmu Administrasi YPPT Tasikmalaya;4/23/1984;0312NIV1984;4/23/1984;Jl Perintis Kemerdekaan No 200 ;Kota Tasikmalaya - Prop. Jawa Barat - Indonesia;46182;(0265) 332878;(0265) 334228;stia.tasikmalaya@yahoo.co.id;www.stia-tasik.ac.id;Jl Perintis Kemerdekaan No 200  Kota Tasikmalaya - Prop. Jawa Barat - Indonesia 46182 ;-7.3736022;108.2122545;Sekolah Tinggi Ilmu Administrasi YPPT Tasikmalaya Kota Tasikmalaya - Prop. Jawa Barat - Indonesia 46182;-7.3741053;108.2118421
849;1058;Aktif;Sekolah Tinggi Ilmu Ekonomi Tridharma;4/6/2000;117;11 Maret 1985 ;Jalan Soekarno Hatta No.581;Kota Bandung - Prop. Jawa Barat - Indonesia;40275;022-7337238; 022-7337239;informasi@stietridharma.ac.id;www.stietridharma.ac.id;Jalan Soekarno Hatta No.581 Kota Bandung - Prop. Jawa Barat - Indonesia 40275 ;-6.9356618;107.7131626;Sekolah Tinggi Ilmu Ekonomi Tridharma Kota Bandung - Prop. Jawa Barat - Indonesia 40275;-6.9456531;107.6405235
850;1059;Aktif;STKIP Sebelas April;1 Oktober 1982 ;0426O1985;5 Oktober 1985 ;Jalan Angkrek Situ No 19 ;Kab. Sumedang - Prop. Jawa Barat - Indonesia;45323;0261-202911;0261-210223;smd_stkip@yahoo.com;www.stkipsebelasapril.ac.id;Jalan Angkrek Situ No 19  Kab. Sumedang - Prop. Jawa Barat - Indonesia 45323 ;-6.83641;107.92363;STKIP Sebelas April Kab. Sumedang - Prop. Jawa Barat - Indonesia 45323;-6.83641;107.92363
851;1060;Aktif;Sekolah Tinggi Ilmu Ekonomi Indonesia Membangun (Inaba);14 Februari 1984 ;8901986;25 Februari 1986 ;Jalan Soekarno Hatta No 448 ;Kota Bandung - Prop. Jawa Barat - Indonesia;40266;022-7563919;022-7563921;baak@inaba.ac.id;www.inaba.ac.id;Jalan Soekarno Hatta No 448  Kota Bandung - Prop. Jawa Barat - Indonesia 40266 ;-6.9471528;107.6364634;Sekolah Tinggi Ilmu Ekonomi Indonesia Membangun (Inaba) Kota Bandung - Prop. Jawa Barat - Indonesia 40266;-6.9499423;107.6227277
852;1061;Aktif;Sekolah Tinggi Ilmu Ekonomi Ekuitas;25 Februari 1998 ;482;26 Oktober 1999 ;Jl. PHH. Mustopa No. 31 Bandung;Kota Bandung - Prop. Jawa Barat - Indonesia;40124;022-7276323;022-7204597;info@ekuitas.ac.id;www.ekuitas.ac.id;Jl. PHH. Mustopa No. 31 Bandung Kota Bandung - Prop. Jawa Barat - Indonesia 40124 ;-6.8989463;107.6389571;Sekolah Tinggi Ilmu Ekonomi Ekuitas Kota Bandung - Prop. Jawa Barat - Indonesia 40124;-6.898052;107.63795
853;1062;Aktif;Sekolah Tinggi Ilmu Ekonomi Pertiwi;28 Juni 1980 ;85;28 Juni 1980 ;Jalan Ir H Juanda 133 ;Kota Bandung - Prop. Jawa Barat - Indonesia;15770;8802649;8808264;stie@pertiwi.ac.id;www.pertiwi.ac.id;Jalan Ir H Juanda 133  Kota Bandung - Prop. Jawa Barat - Indonesia 15770 ;-6.8908896;107.6131687;Sekolah Tinggi Ilmu Ekonomi Pertiwi Kota Bandung - Prop. Jawa Barat - Indonesia 15770;-6.2461386;107.0089066
854;1063;Aktif;Sekolah Tinggi Ilmu Ekonomi STEMBI;25 Agustus 1997 ;3270-3DT2004;24 Agustus 2004 ;Jalan Buah Batu No 26 ;Kota Bandung - Prop. Jawa Barat - Indonesia;40262;7307722;7307967;stiestembi@gmail.com;www.stiestembi.ac.id;Jalan Buah Batu No 26  Kota Bandung - Prop. Jawa Barat - Indonesia 40262 ;-6.9314683;107.6173968;Sekolah Tinggi Ilmu Ekonomi STEMBI Kota Bandung - Prop. Jawa Barat - Indonesia 40262;-6.9313064;107.6172169
855;1064;Aktif;STMIK Mardira Indonesia;11 Februari 1998 ;18;4/19/2004;Jalan Soekarno Hatta No 211 ;Kota Bandung - Prop. Jawa Barat - Indonesia;40235;022-5230382;022-5233428;info@stmik-mi.ac.id;www.stmik-mi.ac.id;Jalan Soekarno Hatta No 211  Kota Bandung - Prop. Jawa Barat - Indonesia 40235 ;-6.9473891;107.5957024;STMIK Mardira Indonesia Kota Bandung - Prop. Jawa Barat - Indonesia 40235;-6.9466334;107.5938697
856;1065;Aktif;Sekolah Tinggi Teknologi Yupentek;16 Februari 1979 ;NOMOR : 58;16 Februari 1979 ;Jalan Veteran No 1 ;Kota Tangerang - Prop. Banten - Indonesia;15118;2155797374;215522081;info@sttyuppentek.com;sttyuppentek.com;Jalan Veteran No 1  Kota Tangerang - Prop. Banten - Indonesia 15118 ;-6.185775;106.6389648;Sekolah Tinggi Teknologi Yupentek Kota Tangerang - Prop. Banten - Indonesia 15118;-6.1892807;106.6382039
857;1067;Aktif;STKIP Garut;1 Juli 1983 ;14;4/11/1990;Jalan Pahlawan Sukagalih No 32 Tarogong - Garut;Kec. Tarogong Kidul - Kab. Garut - Prop. Jawa Barat;44151;0262-233556;0262-233556;info@stkip-garut.ac.id;www.stkip-garut.ac.id;Jalan Pahlawan Sukagalih No 32 Tarogong - Garut Kec. Tarogong Kidul - Kab. Garut - Prop. Jawa Barat 44151 ;-7.175879;107.8702347;STKIP Garut Kec. Tarogong Kidul - Kab. Garut - Prop. Jawa Barat 44151;-7.2026683;107.8835773
858;1068;Aktif;Sekolah Tinggi Ilmu Administrasi Menara Siswa;26 Oktober 1998 ;146DO1998;26 Oktober 1998 ;Jl Parung Hijau No 24 Kemang ;Kab. Bogor - Prop. Jawa Barat - Indonesia;16310;0251-8616927;0251-8616909;info@menarasiswa.ac.id;www.menarasiswa.ac.id;Jl Parung Hijau No 24 Kemang  Kab. Bogor - Prop. Jawa Barat - Indonesia 16310 ;-6.49128;106.70516;Sekolah Tinggi Ilmu Administrasi Menara Siswa Kab. Bogor - Prop. Jawa Barat - Indonesia 16310;-6.4900176;106.7297396
859;1069;Aktif;STKIP Pasundan;29 Mei 1986 ;67SKYDPV1986;12 Juli 1986 ;Jalan Permana 32-B ;Kota Cimahi - Prop. Jawa Barat - Indonesia;40512;022-6628311;022-6630345;baak@stkippasundan.ac.id;www.stkippasundan.ac.id;Jalan Permana 32-B  Kota Cimahi - Prop. Jawa Barat - Indonesia 40512 ;-6.8589419;107.5536271;STKIP Pasundan Kota Cimahi - Prop. Jawa Barat - Indonesia 40512;-6.8588475;107.5534584
860;1070;Aktif;Sekolah Tinggi Bahasa Asing Yapari;26 Oktober 1963 ;9;26 Oktober 1965 ;Jln. Cihampelas No. 194 ;Kota Bandung - Prop. Jawa Barat - Indonesia;40131;022-2035426;022-2036567;info@stbayapariaba.ac.id;www.stbayapariaba.ac.id;Jln. Cihampelas No. 194  Kota Bandung - Prop. Jawa Barat - Indonesia 40131 ;-6.8917564;107.6042412;Sekolah Tinggi Bahasa Asing Yapari Kota Bandung - Prop. Jawa Barat - Indonesia 40131;-6.8918966;107.6043436
861;1071;Aktif;STKIP PGRI Sukabumi;17 Agustus 1983 ;39;9 Januari 1987 ;Jalan Karamat No 69 Kelurahan Karamat Kota Sukabumi;Kota Sukabumi - Prop. Jawa Barat - Indonesia;43122;0266-226-016;0266-231-758;stkip.pgri_sukabumi@yahoo.co.id;www.stkippgrisukabumi.ac.id;Jalan Karamat No 69 Kelurahan Karamat Kota Sukabumi Kota Sukabumi - Prop. Jawa Barat - Indonesia 43122 ;-6.9080058;106.9176187;STKIP PGRI Sukabumi Kota Sukabumi - Prop. Jawa Barat - Indonesia 43122;-6.9082204;106.9179224
862;1072;Aktif;Sekolah Tinggi Sains Dan Teknologi Indonesia;7 Mei 1984 ;9;7 Mei 2001 ;Jalan Ir H Djuanda No 126-B ;Kota Bandung - Prop. Jawa Barat - Indonesia;40132;(022)  2504523;(022)  2510390;inten@inten.ac.id;www.inten.ac.id;Jalan Ir H Djuanda No 126-B  Kota Bandung - Prop. Jawa Barat - Indonesia 40132 ;-6.8810173;107.6162123;Sekolah Tinggi Sains Dan Teknologi Indonesia Kota Bandung - Prop. Jawa Barat - Indonesia 40132;-6.899949;107.5970769
863;1073;Aktif;Sekolah Tinggi Teknologi Mandala;24 Maret 1976 ;44701987;7 Agustus 1987 ;Jalan Soekarno-Hatta No 597 ;Kota Bandung - Prop. Jawa Barat - Indonesia;40284;022-7301738;022-7304854;pmb@sttmandalabdg.ac.id;www.sttmandalabdg.ac.id;Jalan Soekarno-Hatta No 597  Kota Bandung - Prop. Jawa Barat - Indonesia 40284 ;-6.9356616;107.713164;Sekolah Tinggi Teknologi Mandala Kota Bandung - Prop. Jawa Barat - Indonesia 40284;-6.9438922;107.6443443
864;1074;Aktif;STKIP Siliwangi;10 Oktober 1987 ;6301987;10 Oktober 1987 ;Jl Terusan Jenderal Sudirman - Cimahi;Kota Cimahi - Prop. Jawa Barat - Indonesia;40526;022 6658680;022 6629913;stkipsiliwangi4341@yahoo.co.id;http:stkipsiliwangi.ac.id;Jl Terusan Jenderal Sudirman - Cimahi Kota Cimahi - Prop. Jawa Barat - Indonesia 40526 ;-6.870661;107.5365303;STKIP Siliwangi Kota Cimahi - Prop. Jawa Barat - Indonesia 40526;-6.8720337;107.5298055
865;1075;Aktif;Sekolah Tinggi Ilmu Administrasi Bagasasi;22 Juni 1983 ;192;29 Juni 1992 ;Jalan Cukang Jati No 5, Gatot  Subroto;Kota Bandung - Prop. Jawa Barat - Indonesia;40273;227306538;227331036;info@stia-bagasasi.com;stia-bagasasi.com;Jalan Cukang Jati No 5, Gatot  Subroto Kota Bandung - Prop. Jawa Barat - Indonesia 40273 ;-6.9237326;107.6244105;Sekolah Tinggi Ilmu Administrasi Bagasasi Kota Bandung - Prop. Jawa Barat - Indonesia 40273;-6.9230302;107.6292632
866;1076;Aktif;Sekolah Tinggi Ilmu Ekonomi Pasundan;18 Januari 1988 ;2801988;18 Januari 1988 ;Jalan Turangga No.37-41 Lingkar Selatan;Kota Bandung - Prop. Jawa Barat - Indonesia;40263;022-7303249;022-7309128;info@stiepas.ac.id;www.stiepas.ac.id;Jalan Turangga No.37-41 Lingkar Selatan Kota Bandung - Prop. Jawa Barat - Indonesia 40263 ;-6.9324498;107.6347212;Sekolah Tinggi Ilmu Ekonomi Pasundan Kota Bandung - Prop. Jawa Barat - Indonesia 40263;-6.932277;107.634889
867;1077;Aktif;Sekolah Tinggi Teknologi Bina Tunggal;2 Juli 1986 ;19;4/7/1987;Jalan H Wahab Affan No 1 Pondok Ungu, Medan Satria, Kota Bekasi;Kota Bekasi - Prop. Jawa Barat - Indonesia;17132;021-8854353;021-8840861;info@bina-tunggal.ac.id;www.bina-tunggal.ac.id;Jalan H Wahab Affan No 1 Pondok Ungu, Medan Satria, Kota Bekasi Kota Bekasi - Prop. Jawa Barat - Indonesia 17132 ;-6.208514;106.9700069;Sekolah Tinggi Teknologi Bina Tunggal Kota Bekasi - Prop. Jawa Barat - Indonesia 17132;-6.2047255;106.9742309
868;1078;Aktif;Sekolah Tinggi Ilmu Komunikasi Bandung;4/11/1997;4901998;9 Juli 1998 ;Jalan PH Mustopha No. 72;Kota Bandung - Prop. Jawa Barat - Indonesia;40124;022-7212126;022-7207387;stikomabandung@gmail.com;www.stikombandung.ac.id;Jalan PH Mustopha No. 72 Kota Bandung - Prop. Jawa Barat - Indonesia 40124 ;-6.8995716;107.6417542;Sekolah Tinggi Ilmu Komunikasi Bandung Kota Bandung - Prop. Jawa Barat - Indonesia 40124;-6.945548;107.640606
869;1079;Aktif;Sekolah Tinggi Pertanian Jawa Barat;23 Mei 1990 ;0368O1990;23 Mei 1990 ;Jl Terusan Buah Batu No 241 ;Kec. Bandung Kidul - Kota Bandung - Prop. Jawa Barat;40287;227507700;227503709;stp_jabar@yahoo.com;www.stpjabar.kampus-indonesia.com;Jl Terusan Buah Batu No 241  Kec. Bandung Kidul - Kota Bandung - Prop. Jawa Barat 40287 ;-6.9610939;107.6389403;Sekolah Tinggi Pertanian Jawa Barat Kec. Bandung Kidul - Kota Bandung - Prop. Jawa Barat 40287;-6.957465;107.6397632
870;1080;Aktif;Sekolah Tinggi Teknologi Mineral Indonesia;12 Agustus 1988 ;68;22 Agustus 1988 ;Jalan Garut No 11 ;Kab. Bandung - Prop. Jawa Barat - Indonesia;40271;022-87346061;022-87346061;ummi.bangsa@gmail.com; ;Jalan Garut No 11  Kab. Bandung - Prop. Jawa Barat - Indonesia 40271 ;-6.9170341;107.6322339;Sekolah Tinggi Teknologi Mineral Indonesia Kab. Bandung - Prop. Jawa Barat - Indonesia 40271;-6.9171421;107.6317478
871;1082;Aktif;Sekolah Tinggi Teknologi Garut;18 Juni 1990 ;39RHSMPK96;18 Juni 1990 ;Jalan Mayor Syamsu No 2 Desa Jayaraga Kecamatan Tarogong Kidul;Kec. Tarogong Kidul - Kab. Garut - Prop. Jawa Barat;44151;+62262232773;+62262232332;akademik@sttgarut.ac.id;www.sttgarut.ac.id;Jalan Mayor Syamsu No 2 Desa Jayaraga Kecamatan Tarogong Kidul Kec. Tarogong Kidul - Kab. Garut - Prop. Jawa Barat 44151 ;-7.175879;107.8702347;Sekolah Tinggi Teknologi Garut Kec. Tarogong Kidul - Kab. Garut - Prop. Jawa Barat 44151;-7.206509;107.896218
