id;idUniv;status;universitas;berdiri;noSK;tanggalSK;kodePos;telepon;fax;email;website;Lat;Long
845;1054;Aktif;Sekolah Tinggi Hukum Galunggung;10 Desember 1973 ;3550DT2005;14 Oktober 2005 ;46112;0265 330092;265330092;sth_galunggung@yahoo.co.id; sthg.ac.id;-7.3436031;108.2122827
846;1055;Aktif;Sekolah Tinggi Hukum Pasundan;14 Januari 1964 ;943SKYPTPI1991;22 Januari 1991 ;43131;0266-222097;0266-222097;info@sth-pasundan.ac.id;www.sth-pasundan.ac.id;-6.923956;106.92377
847;1056;Aktif;Sekolah Tinggi Ilmu Administrasi Maulana Yusuf;9/22/1966;158B-SWTP66;9/22/1966;42118;0254-200476;0254-200476;stia_myb@yahoo.co.id;-;-6.1145806;106.172691
848;1057;Aktif;Sekolah Tinggi Ilmu Administrasi YPPT Tasikmalaya;4/23/1984;0312NIV1984;4/23/1984;46182;(0265) 332878;(0265) 334228;stia.tasikmalaya@yahoo.co.id;www.stia-tasik.ac.id;-7.3741053;108.2118421
849;1058;Aktif;Sekolah Tinggi Ilmu Ekonomi Tridharma;4/6/2000;117;11 Maret 1985 ;40275;022-7337238; 022-7337239;informasi@stietridharma.ac.id;www.stietridharma.ac.id;-6.9456531;107.6405235
850;1059;Aktif;STKIP Sebelas April;1 Oktober 1982 ;0426O1985;5 Oktober 1985 ;45323;0261-202911;0261-210223;smd_stkip@yahoo.com;www.stkipsebelasapril.ac.id;-6.83641;107.92363
851;1060;Aktif;Sekolah Tinggi Ilmu Ekonomi Indonesia Membangun (Inaba);14 Februari 1984 ;8901986;25 Februari 1986 ;40266;022-7563919;022-7563921;baak@inaba.ac.id;www.inaba.ac.id;-6.9499423;107.6227277
852;1061;Aktif;Sekolah Tinggi Ilmu Ekonomi Ekuitas;25 Februari 1998 ;482;26 Oktober 1999 ;40124;022-7276323;022-7204597;info@ekuitas.ac.id;www.ekuitas.ac.id;-6.898052;107.63795
853;1062;Aktif;Sekolah Tinggi Ilmu Ekonomi Pertiwi;28 Juni 1980 ;85;28 Juni 1980 ;15770;8802649;8808264;stie@pertiwi.ac.id;www.pertiwi.ac.id;-6.2461386;107.0089066
854;1063;Aktif;Sekolah Tinggi Ilmu Ekonomi STEMBI;25 Agustus 1997 ;3270-3DT2004;24 Agustus 2004 ;40262;7307722;7307967;stiestembi@gmail.com;www.stiestembi.ac.id;-6.9313064;107.6172169
855;1064;Aktif;STMIK Mardira Indonesia;11 Februari 1998 ;18;4/19/2004;40235;022-5230382;022-5233428;info@stmik-mi.ac.id;www.stmik-mi.ac.id;-6.9466334;107.5938697
856;1065;Aktif;Sekolah Tinggi Teknologi Yupentek;16 Februari 1979 ;NOMOR : 58;16 Februari 1979 ;15118;2155797374;215522081;info@sttyuppentek.com;sttyuppentek.com;-6.1892807;106.6382039
857;1067;Aktif;STKIP Garut;1 Juli 1983 ;14;4/11/1990;44151;0262-233556;0262-233556;info@stkip-garut.ac.id;www.stkip-garut.ac.id;-7.2026683;107.8835773
858;1068;Aktif;Sekolah Tinggi Ilmu Administrasi Menara Siswa;26 Oktober 1998 ;146DO1998;26 Oktober 1998 ;16310;0251-8616927;0251-8616909;info@menarasiswa.ac.id;www.menarasiswa.ac.id;-6.4900176;106.7297396
859;1069;Aktif;STKIP Pasundan;29 Mei 1986 ;67SKYDPV1986;12 Juli 1986 ;40512;022-6628311;022-6630345;baak@stkippasundan.ac.id;www.stkippasundan.ac.id;-6.8588475;107.5534584
860;1070;Aktif;Sekolah Tinggi Bahasa Asing Yapari;26 Oktober 1963 ;9;26 Oktober 1965 ;40131;022-2035426;022-2036567;info@stbayapariaba.ac.id;www.stbayapariaba.ac.id;-6.8918966;107.6043436
861;1071;Aktif;STKIP PGRI Sukabumi;17 Agustus 1983 ;39;9 Januari 1987 ;43122;0266-226-016;0266-231-758;stkip.pgri_sukabumi@yahoo.co.id;www.stkippgrisukabumi.ac.id;-6.9082204;106.9179224
862;1072;Aktif;Sekolah Tinggi Sains Dan Teknologi Indonesia;7 Mei 1984 ;9;7 Mei 2001 ;40132;(022)  2504523;(022)  2510390;inten@inten.ac.id;www.inten.ac.id;-6.899949;107.5970769
863;1073;Aktif;Sekolah Tinggi Teknologi Mandala;24 Maret 1976 ;44701987;7 Agustus 1987 ;40284;022-7301738;022-7304854;pmb@sttmandalabdg.ac.id;www.sttmandalabdg.ac.id;-6.9438922;107.6443443
864;1074;Aktif;STKIP Siliwangi;10 Oktober 1987 ;6301987;10 Oktober 1987 ;40526;022 6658680;022 6629913;stkipsiliwangi4341@yahoo.co.id;http:stkipsiliwangi.ac.id;-6.8720337;107.5298055
865;1075;Aktif;Sekolah Tinggi Ilmu Administrasi Bagasasi;22 Juni 1983 ;192;29 Juni 1992 ;40273;227306538;227331036;info@stia-bagasasi.com;stia-bagasasi.com;-6.9230302;107.6292632
866;1076;Aktif;Sekolah Tinggi Ilmu Ekonomi Pasundan;18 Januari 1988 ;2801988;18 Januari 1988 ;40263;022-7303249;022-7309128;info@stiepas.ac.id;www.stiepas.ac.id;-6.932277;107.634889
867;1077;Aktif;Sekolah Tinggi Teknologi Bina Tunggal;2 Juli 1986 ;19;4/7/1987;17132;021-8854353;021-8840861;info@bina-tunggal.ac.id;www.bina-tunggal.ac.id;-6.2047255;106.9742309
868;1078;Aktif;Sekolah Tinggi Ilmu Komunikasi Bandung;4/11/1997;4901998;9 Juli 1998 ;40124;022-7212126;022-7207387;stikomabandung@gmail.com;www.stikombandung.ac.id;-6.945548;107.640606
869;1079;Aktif;Sekolah Tinggi Pertanian Jawa Barat;23 Mei 1990 ;0368O1990;23 Mei 1990 ;40287;227507700;227503709;stp_jabar@yahoo.com;www.stpjabar.kampus-indonesia.com;-6.957465;107.6397632
870;1080;Aktif;Sekolah Tinggi Teknologi Mineral Indonesia;12 Agustus 1988 ;68;22 Agustus 1988 ;40271;022-87346061;022-87346061;ummi.bangsa@gmail.com; ;-6.9171421;107.6317478
871;1082;Aktif;Sekolah Tinggi Teknologi Garut;18 Juni 1990 ;39RHSMPK96;18 Juni 1990 ;44151;62262232773;62262232332;akademik@sttgarut.ac.id;www.sttgarut.ac.id;-7.206509;107.896218
872;1083;Aktif;Sekolah Tinggi Ilmu Ekonomi Pariwisata YAPARI;17 Agustus 1962 ;4;7 Februari 1964 ;40152;022-201-1027;022-200-4423;info@stiepar.ac.id;www.stiepar.ac.id;-6.8780661;107.5885643
873;1085;Aktif;Sekolah Tinggi Teknologi Bandung;10 Mei 1991 ;3136DT2003;27 Oktober 2003 ;40235;022 5224000;022 5209272;info@sttbandung.ac.id;www.sttbandung.ac.id;-6.9481242;107.601134
874;1086;Aktif;Sekolah Tinggi Ilmu Ekonomi Binaniaga;11/2/1992;023KPTSBP-YB1992;11/2/1992;16153;0251-8360688;0251-8354558;baak@stiebinaniaga.ac.id;www.stiebinaniaga.ac.id;-6.5762586;106.8073587
875;1087;Aktif;STMIK Bandung;11/12/1993;3;11 Desember 1993 ;40124;022-7207777;022-7207777;info@stmik-bandung.ac.id;www.stmik-bandung.ac.id;-6.900394;107.643388
876;1088;Aktif;Sekolah Tinggi Ilmu Ekonomi La Tansa Mashiro;7 Februari 1991 ;1455DT2007;8 Juni 2007 ;42317;0252-207163 ext. 14;0252-206794;stie_latansamashiro@yahoo.com;www.latansamashiro.ac.id;-6.344292;106.25203
877;1089;Aktif;Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Tangerang;11/10/1993;I.ASK1149-B1992;11/10/1993;15118;021-55793251;021-55793251;stiemtgr@yahoo.com; ;-6.1924045;106.6311095
878;1091;Aktif;Sekolah Tinggi Ilmu Bahasa Banten Raya;18 Mei 1994 ;026DO1994;18 Mei 1994 ;42253;8176411951;0253-203749;stibbantenraya@yahoo.com;www.stibbantenraya.ac.id;-6.3501387;105.9552997
879;1092;Aktif;STMIK IM;13 Juni 1994 ;042DO1994;13 Juni 1994 ;40272;022-727-2672;022-727-1693;info@stmik-im.ac.id;www.stmik-im.ac.id;-6.91363;107.643033
880;1095;Aktif;Sekolah Tinggi Pariwisata Ars Internasional;1 Januari 1992 ;244D02000;11/30/2000;40282;(022) 93812387;(022) 7100220;stmp@ars-internasional.ac.id;www.ars-internasional.ac.id;-6.910877;107.649962
881;1096;Aktif;Sekolah Tinggi Desain Indonesia Bandung;7 Agustus 1995 ;SK DIKTI 06DO1995;21 Juli 1995 ;40116;022 4233058;022 4233058;stdi.bandung@stdi.ac.id;www.stdi.ac.id;-6.904068;107.6047939
882;1097;Aktif;Sekolah Tinggi Ilmu Ekonomi Sebelas April;21 Agustus 1994 ;0660U1995;20 Februari 1995 ;45323;261205524;261205524;stiesas@stie11april-sumedang.ac.id;stie11april-sumedang.ac.id;-6.83641;107.92363
883;1098;Aktif;Sekolah Tinggi Ilmu Ekonomi Penguji Sukabumi;31 Oktober 1995 ;378;31 Oktober 1995 ;43151;0266-224675;0266-224675;stiep93@gmail.com;www.stiepenguji.ac.id;-6.9170223;106.908546
884;1099;Aktif;Sekolah Tinggi Ilmu Ekonomi PGRI Sukabumi;11 Juli 1993 ;087DO1995;11/6/1995;43122;(0266)6250706;(0266)6250706;stiepgri@yahoo.co.id;www.stiepgri.ac.id;-6.9082204;106.9179224
885;1100;Aktif;STISIP Yupentek Tangerang;25 Januari 1996 ;03  D  O  1996;25 Januari 1996 ;15118;021. 5531918;021. 5531918;yuppentekstisip@gmail.com;www.stisip-yuppentek.ac.id;-6.1920246;106.6329756
886;1101;Aktif;STMIK Jabar;13 Maret 1995 ;05D011996;13 Maret 1995 ;40293;022 7335108;022 7335108;info@stmikjabar.ac.id;www.stmik-jabar.ac.id;-6.937886;107.677227
887;1102;Aktif;Sekolah Tinggi Ilmu Ekonomi Miftahul Huda Subang;6 Juni 1996 ;29DO1996;6 Juni 1996 ;41254;0260-754-1998;0260-754-1998;mail@stiemifda.ac.id;www.stiemifda.ac.id;-6.303803;107.8209
888;1103;Aktif;Sekolah Tinggi Ilmu Ekonomi Mulia Pratama;9/28/1998;130DO1998;9/28/1998;17113;88353599, 88354599;88359799;stiemp@gmail.com;www.stiemp.web.id;-6.2604168;107.019211
889;1104;Aktif;Sekolah Tinggi Ilmu Administrasi Sebelas April;9/1/1995;36DO1996;20 Juni 1996 ;45323;0261202911, 02612200;2612200765;stia.sas@gmail.com;www.stia-sebelasapril.ac.id;-6.83641;107.92363
890;1105;Aktif;Sekolah Tinggi Teknologi Mutu Muhammadiyah;8 Januari 1996 ;62DO1996;22 Agustus 1996 ;15710;021-22599012;021-22599012;tusminh@yahoo.co.id;www.sttmutu-muhammadiyah.ac.id;-6.2372396;106.5230542
891;1106;Aktif;Sekolah Tinggi Ilmu Ekonomi YP-Karya;8 Agustus 1996 ;51DO1996;8 Agustus 1996 ;15115;021-55767321;021-55767322;bona.-aig@dnet.net.id; ;-6.2094099;106.6304013
892;1107;Aktif;Sekolah Tinggi Ilmu Ekonomi Cirebon;22 Agustus 1996 ;66DO1996;22 Agustus 1996 ;45111;0231 - 486475;(0231) 486475;stikompoltek@stikompoltek.ac.id;stikompoltek.ac.id;-6.7129153;108.5321726
893;1108;Aktif;Sekolah Tinggi Ilmu Ekonomi Tri Bhakti;5 Agustus 1996 ;235KPTI2016;3 Agustus 2016 ;17144;82429400, 82429500;82437926;tribhakti@stietribhakti.ac.id; www.stietribhakti.ac.id;-6.2600464;106.9992648
894;1110;Aktif;Sekolah Tinggi Teknologi Cipasung;29 Mei 1997 ;35DO1998;25 Mei 1998 ;46466;0265-2550424;0265-2550424;sttcipasung_tmi@yahoo.com;sttcipasung.ac.id;-7.3049852;108.1250791
895;1111;Aktif;STISIP Widyapuri Mandiri;31 Agustus 1998 ;LUCIANA TIRTAMAN, SH NO. 12;31 Agustus 1998 ;43100;0266-222867;0266-222867;stisip_wm_smi69@yahoo.co.id;stisipwidyapuri.com;-6.909705;106.895695
896;1112;Aktif;STMIK Tulus Cendekia;30 Mei 1998 ;175DO1998;29 Desember 1998 ;40286;022-7323250;7323250;stmik_tc@yahoo.com;www.stmiktc.com;-6.9359687;107.6635972
897;1113;Aktif;STMIK Mikar;24 Maret 1999 ;55DO1999;24 Maret 1999 ;17113;02188355318,88355319;021-88355319;stmikmitrakarya@gmail.com;www.stmikmikar.ac.id;-6.2543163;107.0033602
898;1114;Aktif;Sekolah Tinggi Ilmu Hukum Gunung Jati;10 Maret 1998 ;10DO1998;12 Januari 1999 ;15138;021-5565-1635;021-5565-1635;stihgunungjati@yahoo.co.id; www.stihgunungjati.ac.id;-6.2118025;106.6047131
899;1115;Aktif;Sekolah Tinggi Teknologi Texmaco;4/25/1994;142DT2002;25 Januari 2002 ;41262;0260-711-039;0260-711-039;stttexmacobaak@yahoo.co.id;fdsfsfd;-6.467203;107.573375
900;1116;Aktif;STMIK Bani Saleh;9/30/1990;75701990;9/30/1990;17113;021-8800992,8826753;021-88348056;stmik@stmik.banisaleh.ac.id;www.stmik.banisaleh.ac.id;-6.2532279;107.0032672
901;1117;Aktif;STMIK Pranata Indonesia;15 Maret 1999 ;112D02004;31 Desember 2004 ;17113;021-8806757;021-8806757;humas@pranataindonesia.ac.id;www.pranataindonesia.ac.id;-6.2517618;107.0128109
902;1118;Aktif;STISIP Tasikmalaya;7 Februari 1997 ;11DO2004;12 Januari 2004 ;46111;0265-341748;0265-343940;stisip.tasik@gmail.com;www.stisip-tasikmalaya.net;-7.3248286;108.2329119
903;1119;Aktif;STKIP Arrahmaniyah;11/20/1998;168DO1998;11/20/1998;16431;021 7763624;021 7763624; ; ;-6.4339507;106.8069229
904;1120;Aktif;Sekolah Tinggi Teknologi Jawa Barat;5 Oktober 1998 ;57D01999;24 Maret 1999 ;40124;022 70383757;022 7566495;sttjabar_bdg@yahoo.com;sttjabar.weebly.com;-6.899507;107.643326
905;1122;Aktif;Sekolah Tinggi Farmasi Bandung;4 Juni 1999 ;98DO1999;4 Juni 1999 ;40161;7830760;7830760;contact@stfb.ac.id;www.stfb.ac.id;-6.9369288;107.7099583
906;1123;Aktif;STMIK DCI;13 Juli 1999 ;116DO1999;13 Juli 1999 ;46111;0265-340-743;0265-335-906;stmikdci@yahoo.co.id;www.stmik-dci.ac.id;-7.331277;108.233534
907;1124;Aktif;Sekolah Tinggi Ilmu Ekonomi Sutaatmadja;22 Juli 1999 ;134DO1999;22 Juli 1999 ;41211;(0260) 411065;(0260) 411751;stiesa_sbg@yahoo.co.id;www.stiesa.ac.id;-6.5650032;107.7663631
908;1125;Aktif;STMIK Catur Insan Cendekia;15 Juli 1999 ;123DO1999;15 Juli 1999 ;45133;0231-200418;0231-242112;info@cic.ac.id;www.cic.ac.id;-6.7372822;108.5494691
909;1126;Aktif;STMIK Cilegon;15 Maret 1999 ;47DO1999;9/3/1999;42411;0254-393311;0254-387741;public@stmikcilegon.ac.id;stmikcilegon.ac.id;-6.0218792;106.0634841
910;1127;Aktif;STMIK Subang;1 Mei 1999 ;130DO1999;22 Juli 1999 ;41213;0260-417853;0260-417853;stmiksubang@yahoo.com; ;-6.5497404;107.7622539
911;1128;Aktif;STKIP Subang;6 Januari 1999 ;114DO2004;13 Juli 2004 ;41213;0260-417853;0260-417853;stkipsubang.damy@gmail.com; ;-6.5497404;107.7622539
912;1129;Aktif;Sekolah Tinggi Ilmu Ekonomi Fajar;19 Juni 1999 ;106D01999;22 Juni 1999 ;16436;021-77203341;021-77203341; stiefajar@gmail.com; nurussyamsidepok.or.id;-6.395911;106.8046781
913;1130;Aktif;Sekolah Tinggi Ilmu Ekonomi Gema Widya Bangsa;4 Agustus 1999 ;143DO1999;4 Agustus 1999 ;40623;(022)7836707;(022)7836707;gema@stie-gema.ac.id;www.stie-gema.ac.id;-6.937403;107.740617
914;1131;Aktif;Sekolah Tinggi Ilmu Ekonomi Cipasung;1 Januari 1999 ;2240DT2006;23 Juni 2006 ;46417;0265-546-028;0265-546-028;stie_cipasung@yahoo.co.id;-;-7.3429692;108.1252169
915;1133;Aktif;Sekolah Tinggi Teknologi Industri Farmasi Bogor;12 Mei 1998 ;65DO2000;12 Mei 2000 ;16144;0251 8323819;0251 8323819;sttifkumbang_bogor@yahoo.co.id;www.sttif-bogor.ac.id;-6.5866218;106.8037947
916;1134;Aktif;Sekolah Tinggi Ilmu Ekonomi YPN;4/9/1999;52DO2004;9/4/1999;41313;267400326;267400326;info@stienusantara.ac.id;www.stienusantara.ac.id;-6.4258346;107.4805767
917;1135;Aktif;Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Bandung;9 Juli 2000 ;77DO2000;9 Juli 2000 ;40262;(022) 7305155;(022) 7333862;admin@stiemb.ac.id;www.stiemb.ac.id;-6.931379;107.6157992
918;1136;Aktif;STMIK Amik Bandung;9/10/2002;SK MENDIKNAS NO.184DO2002;23 Juni 2005 ;40272;022-7271136;022-7271136;info@stmik-amikbandung.ac.id;www.stmik-amikbandung.ac.id;-6.9149365;107.6382467
919;1137;Aktif;STMIK Rosma;13 Juli 2000 ;107DO2000;13 Juli 2000 ;41311;0267-405312;0267-405312;stmik@rosma.ac.id;www.rosma.ac.id;-6.3015945;107.2922136
920;1138;Aktif;STKIP Yasika;1 Agustus 2000 ;118D02000;1 Agustus 2000 ;45475;(0233)664419;(0233)664421; ; ;-6.7478891;108.2970692
921;1139;Aktif;Sekolah Tinggi Ilmu Administrasi Bandung;8 Agustus 2000 ;2481DT2005;18 Juli 2005 ;40112;022-87781317;022-87781317;stiabandung@ymail.com;www.stiabandung.ac.id;-6.901175;107.627248
922;1140;Aktif;STMIK Sumedang;8 Agustus 1999 ;129DO2000;8 Agustus 2000 ;45323;0261 207395;0261 207395;info@stmik-sumedang.ac.id;stmik-sumedang.ac.id;-6.8358803;107.9238011
923;1141;Aktif;STMIK Pamitran;10 Agustus 2000 ;148DO2000;10 Agustus 2000 ;41311;0267-404-061;0267-404-339;stmik_karawang@yahoo.com; http:www.kampus-indonesia.com;-6.3061333;107.2926039
924;1142;Aktif;STMIK Kharisma Karawang;18 Juli 1995 ;151DO2000;10 Agustus 2000 ;41316;0267-412480;0267-410842;info@stmik-kharisma.ac.id;www.stmik-kharisma.ac.id;-6.2895142;107.2922526
925;1143;Aktif;STISIP Syamsul Ulun;11/12/1999;246;11/12/1999;43212;0266-6249081;0266-243188;stisipsyamsululum@yahoo.c0.id; ;-6.9168456;106.9169709
926;1144;Aktif;Sekolah Tinggi Ilmu Ekonomi Pandu Madania;9/1/2000;NO. 187DO2000;9/1/2000;16630;0251-8622302;0251-6421549;pandumadania@yahoo.co.id;stiepandumadania.ac.id;-6.5608593;106.6645007
927;1145;Aktif;Sekolah Tinggi Ilmu Ekonomi Stan Im;16 Oktober 2000 ;218DO2000;16 Oktober 2000 ;40272;022-7272672;022-7271693;info@stmik-im.ac.id;www.stmik.ac.id;-6.91363;107.643033
928;1146;Aktif;Sekolah Tinggi Ilmu Ekonomi Stmy;9/1/1999;182DO2000;9/1/2000;45417;0233-283-146;-;stie_stmy@yahoo.co.id;www.stie-stmy.ac.id;-6.832608;108.214202
929;1147;Aktif;Sekolah Tinggi Ilmu Ekonomi Dharma Agung Bandung;2 Oktober 2000 ;259DO2002;11/14/2002;40261;022-731-2131;022-731-3775; ; ;-6.9108343;107.6040114
930;1148;Aktif;Sekolah Tinggi Bahasa Asing Sebelas April Sumedang;2 Januari 2002 ;09DO2002;2 Januari 2002 ;45323;0261-202911;0261-203800;stba_sas@yahoo.co.id;www.stba11aprilsmd.blogspot.com;-6.8590261;107.8731968
931;1149;Aktif;STKIP Persatuan Islam;11/30/2000;247DO2000;11/30/2000;40241;022-7010-5342;022-422-0704;ihsan72@yahoo.com; ;-6.9262374;107.6006336
932;1150;Aktif;Sekolah Tinggi Teknologi Wastukancana;20 Mei 2000 ;255DO2000;12 Desember 2000 ;41114;0264-214952;0264-8225153;info@stt-wastukancana.ac.id;stt-wastukancana.ac.id;-6.508907;107.4564421
933;1152;Aktif;Sekolah Tinggi Ilmu Ekonomi Latifah Mubarokiyah;15 Februari 2001 ;18DO2001;15 Februari 2001 ;46158;0265-453208;0265-453208;office@stielm-suryalaya.ac.id;www.stielm-suryalaya.ac.id;-7.123957;108.2138444
934;1153;Aktif;Sekolah Tinggi Ilmu Ekonomi Dewantara;5 Juli 2001 ;57DO2001;11/13/1999;16914;021-8756599;021-87927416;stiedewantara@yahoo.co.id;stie.dewantara.ac.id;-6.5083996;106.8051044
935;1154;Aktif;Sekolah Tinggi Ilmu Ekonomi Wibawa Karta Raharja;5 Juli 2001 ;62D02001;5 Juli 2001 ;41114;0264-8224690;0264-8224690;stiewikara@yahoo.co.id;www.stiewikara.ac.id;-6.5906132;107.4745362
936;1156;Aktif;STMIK Raharja;5 Februari 2000 ;74DO2001;13 Juli 2001 ;15117;021-5529692,5529586;021-5529742,9238021;wahyu@raharja.info,sugeng.santoso@raharja.info;www.raharja.ac.id;-6.195402;106.634413
937;1157;Aktif;Sekolah Tinggi Ilmu Ekonomi Kalpataru;2 Agustus 2001 ;93DO2001;2 Agustus 2001 ;16915;021-8762275;021-87916020;stiek.cibinong@gmail.com;www.stiekalpataru.ac.id;-6.4699227;106.8523826
938;1158;Aktif;Sekolah Tinggi Ilmu Komputer Poltek Cirebon;2 Agustus 2001 ;94DO2001;2 Agustus 2001 ;45114;(0231)486475;(0231)486005;informasi@stikompoltek.ac.id;www.stikompoltek.ac.id;-6.7129153;108.5321941
939;1159;Aktif;Sekolah Tinggi Ilmu Kesehatan Cirebon;2 Agustus 2001 ;103D02001;2 Agustus 2001 ;45153;0231-247852;0231-221395; stikescirebon12b@gmail.com;http:stikescirebon.ac.id;-6.719683;108.536572
940;1160;Aktif;Sekolah Tinggi Ilmu Ekonomi Bisma Lepisi;2 Agustus 2001 ;107DO2001;2 Agustus 2001 ;15112;021-558-9161;021-558-9163;stie@lepisi.ac.id;www.lepisi.ac.id;-6.1685577;106.6272768
941;1161;Aktif;Sekolah Tinggi Ilmu Ekonomi Tribuana Tambun;2 Agustus 2001 ;109DO2001;2 Agustus 2001 ;17510;021-88533518;021-88533519;stie.tribuana@gmail.com; ;-6.219574;107.0657549
942;1162;Aktif;Sekolah Tinggi Ilmu Teknik Bina Putra;23 Juni 2001 ;116DO2001;2 Agustus 2001 ;46321;(0265) 744149;-;stitbpbjr@ymail.com;www.stit-bp.com;-7.378307;108.5314753
943;1163;Aktif;STISIP Bina Putera Banjar;23 Juni 2001 ;117DO2001;2 Agustus 2001 ;46322;(0265) 744399;; stispbp@gmail.com;www.stisipbinaputerabanjar.ac.id;-7.3840939;108.5317814
944;1164;Aktif;STMIK IKMI Cirebon;1 Agustus 2000 ;120DO2001;2 Agustus 2001 ;45153;(0231)490481;(0231)490480;stmik_ikmi@yahoo.com;www.ikmi.ac.id;-6.7365628;108.5270995
945;1165;Aktif;Sekolah Tinggi Kesehatan Indonesia Wirautama;2 Agustus 2001 ;122D02001;2 Agustus 2001 ;40381;(022) 5959809;(022) 5959809;stkindo_wirautama@yahoo.com; ;-6.9147444;107.6098111
946;1166;Aktif;Sekolah Tinggi Seni Musik Bandung;2 Agustus 2001 ;614DT2004;16 Februari 2004 ;40161;022-82063025;022-203 49 36;sekolahtinggimusik@gmail.com;www.sekolahtinggimusik.com;-6.8872709;107.6008473
947;1167;Aktif;Sekolah Tinggi Ilmu Kesehatan Bina Putra Banjar;2 Agustus 2001 ;130DO2001;2 Agustus 2001 ;46322;0265-741100;0265-744043; stikes_binaputera@yahoo.com; ;-7.3829624;108.5433482
948;1168;Aktif;Sekolah Tinggi Teknologi Dr Kh Ez Muttaqien;2 Agustus 2001 ;1854DT2004;26 Mei 2004 ;41112;0264-822-0788;0264-822-0788;sttdrkhezmuttaqien@gmail.com;http:www.sttmuttaqien.ac.id;-6.5608309;107.4418403
949;1169;Aktif;Sekolah Tinggi Farmasi Indonesia Bandung;2 Agustus 2001 ;140D02001;2 Agustus 2001 ;40266;022-756-6484;022-756-6666;stfindonesia@gmail.com;www.stfi.ac.id;-6.9497006;107.6294003
950;1171;Aktif;Sekolah Tinggi Ilmu Ekonomi Insan Pembangunan;4 Maret 2000 ;146DO2001;30 Agustus 2001 ;15810;(021) 59492836;(021) 59492837;info@ipem.ac.id;www.ipem.ac.id;-6.2224545;106.5603212
951;1172;Aktif;Sekolah Tinggi Ilmu Ekonomi Ppi;30 Agustus 2001 ;3;2 Februari 2000 ;15710;021-5961609;021-5962048;info@stieppi.ac.id;stieppi.ac.id;-6.24374;106.521074
952;1173;Aktif;Sekolah Tinggi Ilmu Ekonomi Paripurna;18 Agustus 2000 ;153D02001;30 Agustus 2001 ;15411;021 - 29445515;021 - 29445514; admin@stieparipurna.ac.id; www.stieparipurna.ac.id;-6.3253018;106.7443812
953;1174;Aktif;Sekolah Tinggi Bahasa Asing Technocrat;30 Agustus 2001 ;160 D O 2001;30 Agustus 2001 ;15560;021-92453534;021-29003486;stbatechnocrat2001@gmail.com;www.stbatechnocrat.ac.id;-6.2146278;106.6132334
954;1175;Aktif;Sekolah Tinggi Ilmu Ekonomi Al-Khairiyah;9/26/2001;188DO2001;9/26/2001;42441;0254-376653;0254-376653;stiealkhairiyah@yahoo.com;www.stiealkhairiyah.ac.id;-6.0169151;106.0401048
955;1176;Aktif;STMIK Ganesha Bandung;9/26/2001;197DO2001;9/26/2001;40286;7337178-7333317;7337178;info@stmikganesha.ac.id;www.stmikganesha.ac.idm;-6.9283;107.637759
956;1177;Aktif;Sekolah Tinggi Ilmu Ekonomi Dr Kh Ez Mutaqien;9/26/2001;200DO2001;9/26/2001;41111;0264-8641407;0264-217612;akademik@stiemuttaqien.ac.id;stiemuttaqien.ac.id;-6.5284663;107.4375496
957;1178;Aktif;STMIK Tasikmalaya;9/26/2001;202DO2001;9/26/2001;46111;265310830;265310830;kantorpusat@stmik-tasikmalaya.ac.id;www.stmik-tasikmalaya.ac.id;-7.3062089;108.2075912
958;1179;Aktif;Sekolah Tinggi Farmasi YPIB Cirebon;9/28/2001;3600DT2008;29 Oktober 2008 ;45135;0231-488759;0231-488759;stf_ypib_cirebon@yahoo.co.id;stf_ypib_cirebon.com;-6.7365874;108.5291511
959;1180;Aktif;Sekolah Tinggi Ilmu Kesehatan Bhakti Kencana;2 Januari 2002 ;2;28 Desember 2005 ;40614;022-7830768;022-7830760;stikesbk@yahoo.com;www.stikesbhaktikencana.ac.id;-6.9364752;107.7100246
960;1181;Aktif;Sekolah Tinggi Teknologi Banten Jaya;2 Januari 2002 ;2480DT2004;6 Juli 2004 ;64413;0254-268045;0254-268045; ; ;-6.1280099;106.165781
961;1182;Aktif;Sekolah Tinggi Ilmu Kesehatan Immanuel Bandung;28 Januari 2002 ;4540DT2004;11/25/2004;40234;022-521-2326;022-521-2326;ypt_gkp@yahoo.co.id;www.stik.immanuel.ac.id;-6.9370227;107.5962781
962;1183;Aktif;Sekolah Tinggi Ilmu Manajemen Budi Bakti;7 Januari 2002 ;2961DT2004;30 Juli 2004 ;17143;021-88850918;021-88954730;admin@stimbudibakti.ac.id;www.stimbudibakti.ac.id;-6.232919;106.991212
963;1184;Aktif;Sekolah Tinggi Ilmu Kesehatan Garut;1 Juli 2001 ;4001DT2003;12 Desember 2003 ;44151;0262-4704172; ; ; ;-7.190255;107.9040589
964;1185;Aktif;Sekolah Tinggi Ilmu Kesehatan Dharma Husada;8 Juli 2002 ;127D02002;8 Juli 2002 ;40282;022 7204803;022 7204803;mail@stikesdhb.ac.id; http:stikesdhb.ac.id;-6.9125708;107.650874
965;1186;Aktif;Sekolah Tinggi Ilmu Kesehatan Indramayu;8 Juli 2002 ;131DO2002;8 Juli 2002 ;45211;0234-272020;0234-272558;stikes_indramayu@yahoo.com;www.stikesindramayu.ac.id;-6.324654;108.322976
